bids_name	cjv	cnr	efc	fber	fwhm_avg	fwhm_x	fwhm_y	fwhm_z	icvs_csf	icvs_gm	icvs_wm	inu_med	inu_range	qi_1	qi_2	rpve_csf	rpve_gm	rpve_wm	size_x	size_y	size_z	snr_csf	snr_gm	snr_total	snr_wm	snrd_csf	snrd_gm	snrd_total	snrd_wm	spacing_x	spacing_y	spacing_z	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_csf_k	summary_csf_mad	summary_csf_mean	summary_csf_median	summary_csf_n	summary_csf_p05	summary_csf_p95	summary_csf_stdv	summary_gm_k	summary_gm_mad	summary_gm_mean	summary_gm_median	summary_gm_n	summary_gm_p05	summary_gm_p95	summary_gm_stdv	summary_wm_k	summary_wm_mad	summary_wm_mean	summary_wm_median	summary_wm_n	summary_wm_p05	summary_wm_p95	summary_wm_stdv	tpm_overlap_csf	tpm_overlap_gm	tpm_overlap_wm	wm2max
sub-53_T1w	0.5959219827586207	1.694350117266179	0.4892	30641.2812	4.385026666666667	4.28546	4.35428	4.51534	0.25986030466127913	0.38051508018711017	0.35962461515161076	0.6649698615074158	0.45626014471054077	0.0	0.00018580492594779977	6.766775194623733	6.686164704543892	6.779404732997941	176	256	256	2.0456974274232045	6.215255065819748	7.548545203146158	14.384683116195523	40.676840029218404	65.49059865270677	64.07266958850742	86.05057008359711	1.0	1.0	1.0	1987.8683	0.0	4.2486	0.0	4385598.0	0.0	17.0	7.3926	-0.3343	157.5626	460.9439	459.0	435858.75204847474	90.0	811.0	224.3731	-0.4875	85.9612	743.5819	739.0	638230.7147763919	553.0	966.0	118.9009	1.0362	52.2927	959.4892	971.0	603191.5346601615	826.0	1051.0	67.5023	0.21614445072319718	0.5296052306528645	0.5364638969666	0.7389269371658274
sub-54_T1w	0.7398349206349206	1.3557764025933632	0.513	22259.5245	4.44493	4.3147	4.49178	4.52831	0.2565425315527416	0.3760797719475441	0.3673776964997144	0.8183057010173798	0.5389910638332367	0.0	0.000158966315852687	7.375063684128613	7.263661558066236	7.352424370424125	176	256	256	2.244209039896715	6.401669566540283	7.1773304034356284	12.886112603869886	41.65942159715901	63.58101239727696	61.56523393289829	79.45526780425891	1.0	1.0	1.0	4.2516	0.0	5.4291	0.0	4316514.0	0.0	21.0	7.8001	-0.4211	147.5849	491.4125	496.0	395241.22523704823	118.0	837.0	221.013	-0.7709	80.139	762.5238	757.0	579405.796581758	574.0	971.0	118.2503	-0.2545	59.6898	939.0138	946.0	565998.9788455794	804.0	1049.0	73.4123	0.21884662173891495	0.532675468841488	0.5421506603521992	0.5736496672770688
sub-55_T1w	0.5673453781512605	1.9143500100680884	0.5163	26091.0598	4.419786666666666	4.16951	4.53661	4.55324	0.2590398067374394	0.3823351055856392	0.3586250876769215	0.682526707649231	0.4780203104019165	0.0	0.00021644054145257907	7.092480559656039	7.03456466763551	7.1358948950997565	176	256	256	2.3744711130596876	6.762754816911563	8.52656443326174	16.44246736981397	32.301313453987184	47.452628147973186	47.51710182752206	62.79736388060582	1.0	1.0	1.0	4176.1861	0.0	5.0699	0.0	4405586.0	0.0	20.0	10.1613	-0.316	147.0029	497.107	501.0	414375.8764199647	156.0	823.0	210.9941	-0.7494	85.5981	740.648	736.0	611606.5575348146	568.0	940.0	108.8313	-0.091	49.4301	967.1168	974.0	573678.5665646222	855.0	1053.0	59.2368	0.23142184905412516	0.5252331498773144	0.5448967662806043	0.7074189364034636
sub-56_T1w	0.6510929824561403	1.6201132817989903	0.4766	26762.4187	4.009696666666667	3.90342	4.03843	4.08724	0.26351563272212036	0.38293549279646966	0.35354887448141	0.6904037594795227	0.3548281192779541	0.0	0.00019449222209252703	7.602923783559155	7.504207902764209	7.595689891275129	176	256	256	2.168676341172829	6.601080878306246	6.433725607682842	10.531419603569452	39.83556457167456	63.014222718467494	61.986018618166156	83.10826856435642	1.0	1.0	1.0	4.5352	0.0	5.1158	0.0	4578697.0	0.0	20.0	7.4336	-0.6822	146.5111	451.2603	452.0	394171.1633973613	110.0	776.0	208.4218	-0.7008	78.5842	718.4492	715.0	572801.4203274845	544.0	916.0	108.3155	-0.542	69.865	924.6665	943.0	528844.4170563502	753.0	1045.0	89.5415	0.21936735773872487	0.5561398943299084	0.5712219223602532	0.742437497997407
sub-57_T1w	0.633083105022831	1.4508526682863787	0.529	18932.7944	4.3109399999999996	4.25681	4.21794	4.45807	0.26362290360824614	0.37589366625181125	0.3604834301399426	0.8496443033218384	0.5154465347528457	0.0	0.0001798303402953512	6.829049369403715	6.713590207487801	6.802154738520718	176	256	256	2.07225315812232	5.916964751671744	6.412207797892132	11.247405483882334	27.91388941710228	47.55699678469277	45.726224716441465	61.70778794752935	1.0	1.0	1.0	3891.7908	0.0	5.5639	0.0	4342471.0	0.0	22.0	10.139	-0.4545	167.585	451.4913	432.0	438573.60756521765	154.0	789.0	208.4685	-0.4314	77.6093	744.7627	736.0	625351.7392174571	547.0	975.0	124.388	-0.2106	61.0359	936.9382	955.0	599714.6540002429	770.0	1049.0	84.9084	0.21721648742372301	0.528135969536511	0.5446616004600849	0.5370661861512482
sub-58_T1w	0.5721106995884774	1.7476412234931396	0.5273	28985.9224	4.460293333333333	4.42022	4.42007	4.54059	0.25627555779685035	0.38414367299840463	0.3595807692047449	0.7638870477676392	0.5343984514474869	0.0	0.00027870313300746197	6.21475352100897	6.135611467083879	6.237477617543273	176	256	256	2.2406920852784644	6.146240478722941	7.187912073466925	13.176803656399368	24.56003396910647	36.188458215703825	36.37224078281958	48.368230163648455	1.0	1.0	1.0	3793.5805	0.0	4.656	0.0	4209364.0	0.0	18.0	13.0707	-0.3605	164.0433	485.8523	490.0	466428.17861362034	128.0	822.0	218.6822	-0.7328	84.4967	730.1315	722.0	699151.4729805969	547.0	954.0	117.4701	-0.1192	54.5262	952.4505	965.0	654446.349415828	808.0	1053.0	73.2347	0.22571799205716095	0.5247260358669484	0.5338471614912544	0.6035321741881919
sub-59_T1w	0.8003539267015706	1.1861843499105478	0.5038	17038.351	4.367703333333334	4.31278	4.3559	4.43443	0.26761368439690786	0.3670246498523988	0.36536166575069323	0.8140362501144409	0.536168098449707	0.0	0.00021802663870393373	7.762752712372352	7.618355929673941	7.688618635353616	176	256	256	1.8896157268276144	5.843994346935164	6.191221981915567	10.840055871983923	17.426819083828523	34.853638167657046	31.896902796107735	43.41025113683764	1.0	1.0	1.0	4311.4033	0.0	6.1504	0.0	4375191.0	0.0	24.0	14.6239	-0.6643	172.8172	413.5717	389.0	393622.53153236886	92.0	772.0	205.8617	-0.5251	80.701	784.7555	778.0	539842.2436253852	570.0	1018.0	133.128	-0.4206	72.1666	956.2328	969.0	537396.225166028	792.0	1085.0	89.3906	0.20073265029931742	0.5302105033067744	0.5442750595473582	0.5861280199223191
sub-60_T1w	0.6147884120171674	1.6402225163876232	0.4794	34725.5123	4.237943333333334	4.24708	4.14316	4.32359	0.26396287848934946	0.3784240328100315	0.35761308870061903	0.612403392791748	0.32487331777811046	0.0	0.00016786598229246003	7.062602712730984	6.97203921276021	7.065528762044755	176	256	256	2.0996270826929906	6.063692080246531	6.992332416650996	12.813678087013468	47.22337615932831	77.81730157180512	75.89851879332225	102.65487864883333	1.0	1.0	1.0	7.3761	0.0	4.1948	0.0	4549178.0	0.0	17.0	6.1458	-0.3302	154.9029	451.6364	443.0	424595.37681538356	119.0	789.0	210.9896	-0.6305	85.3749	734.5194	730.0	608710.9510493367	541.0	959.0	120.3886	-0.076	57.8708	948.2673	963.0	575235.6733641208	801.0	1048.0	75.154	0.21470864935333192	0.5401782463731242	0.5490805027465097	0.7343154542648396
sub-61_T1w	0.6189093333333334	1.6947274349669412	0.4722	23563.9006	4.734183333333333	4.71381	4.69137	4.79737	0.2607507647325421	0.37956858407033733	0.3596806511971205	0.6006792783737183	0.4378197073936462	0.0	0.00025269964099521914	7.528965387563467	7.449201634479699	7.539916456037686	176	256	256	2.1032669417784073	6.489692165941334	7.608029177917331	14.23112842603225	27.67555206520829	44.98801194740907	43.78914442035526	58.70386924844841	1.0	1.0	1.0	3862.4053	0.0	4.9518	0.0	4511749.0	0.0	19.0	10.7471	0.1975	154.6734	459.7382	454.0	393931.5649314204	107.0	802.0	215.8544	-0.6443	84.6637	740.7191	738.0	573436.655018065	556.0	950.0	113.7187	-0.253	54.5909	952.0003	963.0	543390.7814113918	821.0	1046.0	67.6685	0.22740241432981304	0.537442666785201	0.5618889010252175	0.7210180664536902
sub-62_T1w	0.5516808429118774	1.865532051355779	0.4764	25103.9649	4.181733333333334	4.12893	4.18787	4.2284	0.27279766087483653	0.3816762949179145	0.3455260442072488	0.6651942133903503	0.32651203870773315	0.0	0.0002352855777751195	7.040898789405825	6.964732965354376	7.047457639875715	176	256	256	1.7651397535424957	6.170884244636612	6.7266234288175	12.243846288273392	24.90734384434753	47.21739782257326	45.574667479897926	64.59926077277301	1.0	1.0	1.0	2504.4538	0.0	4.9079	0.0	4482274.0	0.0	19.0	9.8373	-0.747	178.4091	389.1475	374.0	441163.1945718948	67.0	740.0	211.881	-0.3677	84.9631	712.6156	709.0	617239.6530760858	527.0	926.0	114.8943	0.1823	59.0256	952.4014	970.0	558778.1544072632	793.0	1054.0	79.2234	0.19269652384914793	0.5436503997034428	0.5592307091913528	0.8265316315822774
sub-63_T1w	0.6017676229508196	1.4360993657060324	0.5224	19537.3302	4.66715	4.66592	4.56595	4.76958	0.2661704830199268	0.3723432717231238	0.3614862452569494	0.6597489714622498	0.4936443299055099	0.0	0.0001341089138454274	6.299766412223748	6.1786849940626105	6.275734656701646	176	256	256	2.0286105899513123	4.996571257849882	5.750783458788507	10.227168528564324	36.6164129713167	65.89095633670951	63.69149329020909	88.56711056260107	1.0	1.0	1.0	5.0037	0.0	4.8603	0.0	3352558.0	0.0	19.0	7.0494	-0.623	161.2262	419.197	394.0	479126.8325713356	155.0	741.0	194.2214	-0.3169	80.6149	716.7503	709.0	670245.8153355517	483.0	978.0	141.8972	-0.4561	66.2164	927.438	953.0	650702.3534052074	741.0	1043.0	93.1831	0.22025248599524616	0.5297079267574228	0.5426039305346757	0.752467476386838
sub-64_T1w	0.6212742616033756	1.6203201221957637	0.4714	21609.0	4.18842	4.09565	4.20469	4.26492	0.26717561787343397	0.3830449123453244	0.3497794697812416	0.7089633941650391	0.4461713433265686	0.0	0.00015746095427390222	7.913787669261948	7.808176519809775	7.890953826646243	176	256	256	2.0360659682736797	6.833026914109981	6.045626340220527	9.267786138277923	38.232372596925735	65.1230844234716	63.38524930542951	86.80029089589121	1.0	1.0	1.0	5.4119	0.0	4.9482	0.0	4546963.0	0.0	19.0	7.1627	-0.6037	159.5494	428.084	418.0	384706.4395364815	99.0	757.0	205.2976	-0.4063	73.1947	714.9544	712.0	551546.7525960415	545.0	904.0	104.1997	-0.4249	74.0473	922.1145	949.0	503647.8085595538	727.0	1055.0	102.3976	0.216340430345621	0.5545033439677663	0.5836813958142623	0.6703431905094694
sub-65_T1w	0.7041857142857143	1.3384897045607278	0.5522	18361.4081	4.379326666666667	4.17383	4.42362	4.54053	0.26020192309847606	0.37470117177595147	0.3650969051255724	0.8972468376159668	0.6222066283226013	0.0	0.00025227889131940065	6.1585059543289375	6.041173157738324	6.131791509694278	176	256	256	2.298989466759721	6.187338420225955	6.823032342985257	11.982769141970094	20.122031905224556	31.00435528253988	30.05985174413138	39.0531680446297	1.0	1.0	1.0	4964.751	0.0	5.9937	0.0	4191773.0	0.0	23.0	15.9535	-0.3882	151.586	494.1052	490.0	478588.616650678	159.0	831.0	213.1369	-0.5633	77.8893	763.2223	755.0	689186.7412900415	570.0	980.0	122.0233	-0.0606	60.1311	940.938	951.0	671521.6424490557	791.0	1057.0	79.3639	0.22397662101130075	0.5259167332675946	0.5379165959703432	0.4797697686266084
sub-66_T1w	0.8030908163265306	1.1322500407892981	0.5584	16856.3115	4.441283333333334	4.34492	4.40722	4.57171	0.2664225966677482	0.3659106174772277	0.36766678585502416	0.8956520557403564	0.6639847666025162	0.0	0.0006636533643418241	5.838919406403747	5.701268568456321	5.794103378873816	176	256	256	2.2081764338609653	5.3697528728128425	5.9616836230050145	10.307121562341235	8.950780279407939	14.944081735641701	14.225930145025456	18.782928420026728	1.0	1.0	1.0	1138.9568	0.0	7.7228	0.0	4069104.0	0.0	26.0	33.4493	-0.4693	159.6449	472.4433	457.0	516479.38624041923	176.0	814.0	206.9579	-0.1591	83.13	769.9107	763.0	709344.0777817065	540.0	1015.0	142.0921	-0.1819	74.2758	949.8703	959.0	712748.5366273287	782.0	1090.0	93.0424	0.2173607806002972	0.5330391781686087	0.5413374271034552	0.48413374421571675
sub-67_T1w	0.6091435897435897	1.656355481700645	0.5347	18952.9531	4.159126666666666	4.08578	4.06195	4.32965	0.26397594765412136	0.38244254794950616	0.35358150439637237	0.8464934527873993	0.5576421618461609	0.0	0.0001647030245736572	6.379767911980829	6.289188996969095	6.392751550180679	176	256	256	2.414913685775686	6.386316528897305	6.571401730930748	10.91297497811925	39.63533797823015	57.747387915003344	58.045194416205895	76.7528573553842	1.0	1.0	1.0	4.1519	0.0	5.6568	0.0	4204196.0	0.0	22.0	8.0662	0.6586	143.9483	485.9924	488.0	468191.9645882235	165.0	795.0	202.0774	-0.6296	78.7798	717.5646	711.0	678306.2224336317	542.0	926.0	111.3317	0.0923	63.7598	930.2024	945.0	627117.8137877312	763.0	1050.0	86.5941	0.233873906595776	0.537189312736485	0.5550176677012626	0.5316487931760134
